Year,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2022,77,Noah Kirkwood,HAR,26,32.8,17.7,6.8,14.2,.477,1.8,5.1,.353,2.4,3.0,.805,0.8,4.8,5.7,3.0,1.8,0.5,2.8,2.8
2022,78,Justin Johnson,UTRGV,31,34.7,17.7,6.0,12.0,.501,1.1,3.2,.333,4.6,6.8,.679,0.8,5.9,6.7,2.3,0.8,0.4,4.0,2.7
2022,79,Adrian Delph,APPST,34,35.7,17.7,6.1,14.7,.417,3.1,7.8,.396,2.4,3.1,.779,0.6,4.9,5.4,1.8,1.0,0.5,2.0,1.6
2022,80,Bennedict Mathurin,ARZ,37,32.6,17.7,5.9,13.1,.450,2.2,6.1,.369,3.7,4.8,.764,1.4,4.2,5.6,2.5,1.0,0.3,1.8,1.8
2022,81,Charles Pride,BRYNT,32,35.3,17.7,6.4,14.1,.451,1.8,5.7,.326,3.1,4.0,.767,3.0,5.6,8.6,2.4,1.6,0.3,1.7,1.8
2022,82,Tristen Newton,ECAR,30,34.8,17.7,5.5,12.6,.435,1.6,4.8,.333,5.1,5.8,.879,0.8,4.0,4.8,5.0,1.4,0.3,3.5,2.4
2022,83,Andrew Funk,BUCK,32,36.6,17.6,6.7,15.4,.432,2.7,7.5,.363,1.6,2.1,.761,0.0,3.6,3.6,3.0,0.8,0.3,1.8,1.2
2022,84,Alex Morales,WAGNR,26,33.9,17.6,6.5,13.6,.477,1.0,2.8,.342,3.7,4.9,.742,2.3,5.7,8.0,3.8,1.8,0.5,2.6,2.2
2022,85,Dae Dae Grant,MIAMI,32,33.1,17.5,6.3,14.9,.423,2.2,6.4,.343,2.7,3.2,.853,1.0,3.7,4.7,4.1,0.9,0.1,1.9,1.8
2022,86,Iverson Molinar,MISST,34,34.1,17.5,6.0,13.3,.454,0.8,3.1,.252,4.6,5.4,.868,0.5,2.6,3.1,3.6,1.2,0.4,2.4,1.5
2022,87,Jamison Battle,MINN,29,36.7,17.5,6.4,14.2,.450,2.6,7.1,.366,2.1,2.7,.759,0.3,6.0,6.3,1.0,0.4,0.4,1.3,1.9
2022,88,Nijel Pack,KSU,29,33.1,17.4,6.0,13.3,.455,3.3,7.5,.436,2.1,2.4,.845,0.8,3.0,3.8,2.2,1.3,0.1,1.5,1.7
2022,89,Justin Bean,USU,34,35.4,17.4,6.7,12.5,.534,1.4,2.9,.465,2.7,3.4,.800,2.5,7.4,9.9,2.6,1.6,0.5,1.9,2.0
2022,90,Javante McCoy,BSTN,35,34.0,17.4,6.9,14.0,.495,1.8,4.2,.425,1.8,2.5,.708,0.5,3.4,3.9,2.9,1.1,0.2,2.3,1.9
2022,91,Eli Scott,LOYMR,29,35.3,17.4,6.4,12.4,.518,0.2,1.1,.182,4.3,5.6,.761,2.2,4.2,6.4,3.0,0.7,0.4,3.7,2.1
2022,92,Oscar Tshiebwe,UK,34,31.8,17.4,7.0,11.6,.606,0.0,0.0,.000,3.4,4.9,.691,5.3,9.9,15.1,1.1,1.8,1.6,1.9,2.6
2022,93,Dereon Seabron,NCST,32,35.8,17.3,6.3,12.7,.491,0.3,1.3,.256,4.5,6.3,.713,2.7,5.5,8.2,3.2,1.4,0.1,2.4,1.6
2022,94,Jaden Ivey,PURD,36,31.5,17.3,5.6,12.3,.460,1.8,5.0,.358,4.3,5.8,.744,0.7,4.2,4.9,3.1,0.9,0.6,2.6,1.8
2022,95,Ryan Davis,UVM,30,26.5,17.3,6.6,11.1,.593,1.5,3.4,.441,2.7,3.5,.771,1.3,4.3,5.6,1.3,0.2,0.8,1.4,1.9
2022,96,Darrion Trammell,SEA,31,33.4,17.3,5.2,13.0,.400,1.8,5.2,.344,5.2,6.3,.821,0.5,3.3,3.8,5.0,2.5,0.1,2.9,2.2
2022,97,Jamaree Bouyea,SANFR,34,36.2,17.3,6.4,13.7,.470,2.1,5.8,.367,2.3,3.0,.755,0.5,4.5,5.0,4.0,1.8,0.9,2.3,1.5
2022,98,Paolo Banchero,DUKE,39,33.0,17.2,6.3,13.2,.478,1.1,3.3,.338,3.5,4.8,.729,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9
2022,99,Jalen Rucker,USMA,31,32.0,17.1,5.9,14.5,.404,2.7,7.4,.368,2.7,3.5,.769,0.5,3.3,3.8,3.1,0.9,0.2,2.4,1.4
2022,100,Eral Penn,LIU,29,32.1,17.1,5.7,13.2,.428,1.4,4.7,.294,4.4,6.2,.709,2.6,4.8,7.4,1.9,1.3,1.1,1.6,2.8
2023,1,Antoine Davis,UDM,33,37.3,28.2,9.2,22.2,.414,4.8,11.7,.412,5.0,5.5,.907,0.4,2.6,3.0,3.6,1.2,0.1,3.3,2.1
2023,2,Jordan Dingle,PENN,28,33.5,23.4,7.8,16.8,.464,2.8,7.7,.356,5.1,6.0,.856,0.7,2.9,3.6,2.3,1.1,0.1,2.8,1.5
2023,3,Darius McGhee,LBRTY,36,32.0,22.8,7.6,17.3,.440,4.5,11.4,.394,3.1,3.6,.867,0.4,2.9,3.3,3.0,1.6,0.2,1.9,1.2
2023,4,Elijah Pepper,UCD,31,35.5,22.5,7.4,16.5,.449,2.2,6.8,.322,5.5,6.7,.816,1.1,4.8,5.9,3.4,1.6,0.2,3.5,2.0
2023,5,Jordan Walker,UAB,33,33.5,22.3,7.0,17.4,.403,4.1,10.8,.378,4.1,4.9,.845,0.3,2.4,2.7,4.2,1.2,0.0,2.8,1.7
2023,6,Zach Edey,PURD,34,31.8,22.3,8.5,14.1,.607,0.0,0.0,.000,5.2,7.1,.734,5.5,7.4,12.9,1.5,0.2,2.1,2.3,1.6
2023,7,Taevion Kinsey,MARSH,32,37.8,22.1,8.5,15.6,.542,0.6,1.5,.404,4.5,6.1,.744,1.5,3.4,4.9,5.4,1.7,0.5,2.2,1.6
2023,8,Jake Stephens,CHATT,24,32.2,22.0,7.5,13.7,.552,2.1,5.2,.408,4.8,5.8,.820,2.2,7.6,9.8,3.4,0.9,2.2,2.8,1.6
2023,9,Kendric Davis,MEMP,34,34.8,21.9,6.7,16.2,.414,1.9,5.5,.346,6.6,7.7,.854,0.5,3.2,3.7,5.4,2.0,0.2,3.1,1.9
2023,10,Max Abmas,ORU,34,36.0,21.9,6.9,15.7,.436,3.5,9.4,.373,4.6,5.1,.919,0.5,3.8,4.4,4.0,1.1,0.2,2.0,1.7
2023,11,Josh Cohen,STFPA,31,33.8,21.8,8.3,14.2,.585,0.0,0.0,.000,5.2,8.0,.656,2.5,5.7,8.3,2.5,0.9,0.9,1.8,2.5
2023,12,Xavier Castaneda,AKR,31,33.7,21.7,5.7,13.7,.415,3.5,9.1,.390,6.8,7.9,.862,0.8,3.5,4.3,2.9,1.0,0.1,2.2,1.7
2023,13,James Bishop IV,GW,32,37.6,21.6,7.5,17.5,.429,2.0,6.7,.299,4.6,6.0,.766,0.3,2.0,2.3,5.2,0.8,0.3,2.9,1.6
2023,14,Cam Shelton,LOYMR,31,35.6,21.4,7.8,16.0,.491,1.8,4.7,.379,4.0,5.6,.703,1.2,4.2,5.4,4.3,1.8,0.2,2.5,2.5
2023,15,Drew Timme,ZAGS,37,31.6,21.2,8.5,13.7,.616,0.1,0.6,.167,4.2,6.7,.632,2.6,5.0,7.5,3.2,0.6,1.0,2.6,2.2
2023,16,Drew Pember,UNCA,35,33.6,20.9,5.9,12.6,.464,1.6,4.4,.373,7.6,9.1,.836,1.7,7.4,9.1,2.3,0.9,2.3,3.4,2.5
2023,17,Trayce Jackson-Davis,IU,32,34.6,20.9,8.2,14.1,.582,0.0,0.0,.000,4.6,6.6,.695,2.8,8.0,10.8,4.0,0.8,2.9,2.6,1.7
2023,18,Sam Sessoms,COPST,32,36.5,20.5,7.5,14.7,.509,1.8,5.0,.348,3.8,4.7,.801,0.6,3.7,4.3,5.0,2.0,0.1,3.9,2.6
2023,19,Trey Calvin,WRST,32,34.4,20.3,7.8,15.9,.492,1.7,4.3,.390,3.1,3.5,.883,0.3,2.5,2.9,3.7,1.3,0.3,2.8,2.1
2023,20,Justin Johnson,UTRGV,31,34.3,20.3,6.7,15.1,.441,1.0,3.2,.303,6.0,8.8,.679,0.6,4.4,5.1,3.0,0.8,0.1,3.8,2.3
2023,21,Kris Murray,IOWA,29,34.8,20.2,7.5,15.7,.476,2.3,6.8,.335,3.0,4.1,.729,2.8,5.2,7.9,2.0,1.0,1.2,1.5,2.1
2023,22,Aaron Estrada,HOF,31,37.2,20.2,7.7,16.2,.478,2.3,6.1,.368,2.5,3.0,.809,0.5,5.0,5.5,4.3,1.5,0.2,3.1,1.7
2023,23,Dalton Knecht,NOCOL,32,35.3,20.2,7.3,15.3,.479,2.4,6.3,.381,3.2,4.1,.771,0.7,6.5,7.2,1.8,0.8,0.6,2.1,1.5
2023,24,Andrew Taylor,MARSH,32,36.5,20.2,7.9,19.0,.417,2.6,7.1,.364,1.8,2.2,.800,1.2,3.5,4.7,4.7,2.1,0.0,3.0,1.7
2023,25,Denver Jones,FIU,28,33.4,20.1,6.7,14.0,.478,2.1,5.7,.371,4.7,5.5,.845,0.9,2.9,3.8,2.0,1.8,0.0,3.2,1.6
2023,26,Jalen Wilson,KU,36,35.4,20.1,6.9,16.0,.430,1.9,5.8,.337,4.4,5.5,.799,1.6,6.7,8.3,2.2,0.9,0.5,2.3,2.1
2023,27,Jalen Cook,TULAN,26,34.4,19.9,7.1,15.7,.452,2.2,6.3,.345,3.6,4.2,.845,0.6,2.3,2.9,4.9,1.8,0.0,2.9,2.3
2023,28,"Jameer Nelson, Jr.",DEL,30,34.1,19.9,6.5,14.5,.445,1.7,5.4,.307,5.3,6.8,.776,1.1,3.4,4.5,3.4,2.4,0.6,3.0,2.4
2023,29,Brandin Podziemski,SCU,32,36.0,19.9,6.9,14.4,.483,2.5,5.8,.438,3.5,4.5,.771,1.8,7.0,8.8,3.7,1.8,0.5,2.3,1.9
2023,30,Azuolas Tubelis,ARZ,35,30.1,19.8,7.8,13.7,.570,0.3,0.9,.313,3.9,5.1,.764,2.7,6.5,9.1,2.0,1.1,0.7,2.4,2.8
2023,31,Erik Reynolds II,STJOE,33,35.1,19.6,6.2,14.5,.430,3.0,7.9,.379,4.2,4.8,.885,0.6,2.5,3.1,2.5,1.3,0.4,2.2,2.1
2023,32,Jalen Moore,OAKL,29,37.9,19.6,5.7,13.2,.428,1.3,4.8,.266,7.0,8.4,.840,0.6,3.3,3.9,5.6,2.3,0.1,3.4,1.8
2023,33,DeMarcus Sharpe,NSU,33,34.4,19.5,7.6,16.5,.461,0.9,1.6,.547,3.4,4.2,.807,0.9,4.1,5.0,5.0,1.9,0.8,2.5,2.4
2023,34,RayJ Dennis,U of T,35,33.8,19.5,7.6,15.6,.485,1.5,4.1,.366,2.9,3.7,.769,0.8,3.5,4.3,5.7,1.5,0.2,2.0,1.9
2023,35,Noah Thomasson,NIAG,31,36.4,19.5,7.5,15.5,.481,1.7,4.5,.386,2.8,4.3,.667,0.5,3.3,3.8,3.5,0.7,0.4,2.5,1.8
2023,36,Ben Krikke,VAL,32,35.7,19.4,7.6,13.8,.552,0.5,1.9,.279,3.7,4.6,.796,2.0,3.9,5.9,2.1,0.5,0.9,2.2,2.3
2023,37,Isaac Jones,IDAHO,31,31.4,19.4,7.3,11.6,.629,0.2,0.6,.316,4.5,6.7,.676,2.0,5.8,7.8,1.7,0.6,1.1,2.0,2.9
2023,38,Jr. Clay,TNST,30,34.1,19.3,6.5,15.1,.432,2.1,6.3,.332,4.2,5.4,.776,0.8,4.2,5.0,5.5,1.5,0.3,3.6,2.0
2023,39,Jordan Brown,LA,33,31.8,19.3,7.5,13.1,.571,0.1,0.5,.250,4.3,7.0,.613,2.5,6.2,8.6,1.8,0.7,1.2,2.8,2.9
2023,40,Emoni Bates,EMICH,30,33.5,19.2,6.4,15.9,.405,2.5,7.7,.330,3.8,4.9,.782,0.7,5.1,5.8,1.4,0.7,0.5,2.5,2.3
2023,41,"Jamal Mashburn, Jr.",UNM,34,33.6,19.1,6.9,16.0,.428,1.4,3.6,.382,4.1,5.0,.817,0.3,2.9,3.2,2.1,0.7,0.1,1.6,2.3
2023,42,Patrick Gardner,MRST,33,30.9,19.1,7.4,14.8,.497,1.7,4.5,.383,2.7,3.9,.677,1.3,5.3,6.6,1.9,0.8,1.0,2.5,1.9
2023,43,E.J. Harkless,UNLV,32,31.0,19.1,6.0,14.6,.414,1.7,5.8,.286,5.4,6.9,.778,0.8,4.3,5.1,3.4,1.6,0.2,2.8,2.8
2023,44,Trenton Massner,WIU,29,35.6,19.0,6.7,15.2,.439,2.9,8.2,.357,2.7,3.2,.830,0.6,4.6,5.2,5.4,1.6,0.3,2.7,1.2
2023,45,Tyler Burton,RICH,33,36.2,19.0,6.3,14.0,.449,1.7,5.7,.293,4.7,6.2,.761,1.1,6.3,7.4,1.5,1.5,0.5,2.2,1.8
2023,46,Isaiah Moore,USA,34,33.4,18.9,7.9,14.9,.530,0.2,1.2,.195,2.9,4.0,.726,0.5,2.8,3.3,4.6,1.3,0.2,2.9,1.6
2023,47,Tyree Appleby,WF,33,36.6,18.8,5.6,13.2,.427,2.3,6.5,.360,5.2,6.4,.820,0.4,3.0,3.5,6.4,1.8,0.1,3.4,2.2
2023,48,Ben Sheppard,BLMNT,32,34.3,18.8,6.8,14.2,.475,2.5,6.0,.415,2.8,4.2,.684,0.6,4.6,5.2,2.9,1.4,0.2,2.2,2.1
2023,49,Marques Warrick,NKU,35,34.4,18.8,6.5,15.0,.431,2.5,6.5,.382,3.4,4.2,.816,0.5,1.8,2.3,2.6,1.3,0.3,2.1,1.3
2023,50,Chris Ledlum,HAR,28,31.4,18.8,7.1,15.0,.473,1.4,4.9,.294,3.3,5.1,.636,2.6,5.8,8.4,1.5,1.8,1.1,2.6,2.4
2023,51,Brandon Miller,UA,37,32.7,18.8,6.0,13.9,.430,2.9,7.5,.384,3.9,4.6,.859,2.1,6.2,8.2,2.1,0.9,0.9,2.2,2.4
2023,52,Cobe Williams,LATCH,23,33.9,18.8,6.3,13.9,.456,2.0,5.7,.344,4.1,5.2,.798,0.7,2.8,3.5,4.1,2.0,0.3,3.3,3.0
2023,53,Quincy Olivari,RICE,35,33.7,18.7,6.1,14.7,.413,2.7,7.4,.364,3.8,4.8,.793,0.3,5.6,5.9,2.2,1.0,0.1,2.5,2.1
2023,54,Isaiah Burke,MORST,31,34.5,18.7,6.5,14.3,.451,3.0,7.1,.420,2.8,3.9,.719,0.8,1.5,2.3,2.8,1.5,0.3,2.8,2.0
2023,55,Cameron Tyson,SEA,30,32.9,18.6,5.9,15.5,.381,3.2,9.6,.336,3.6,4.5,.794,1.1,3.3,4.4,0.8,0.7,0.0,1.8,2.1
2023,56,Tucker DeVries,DRAKE,34,33.1,18.6,6.2,14.0,.446,2.6,6.9,.373,3.5,4.2,.838,0.9,4.8,5.7,1.8,1.1,0.2,1.5,2.0
2023,57,Hunter Dickinson,MICH,34,32.7,18.5,7.2,12.8,.560,0.7,1.7,.421,3.4,4.7,.727,2.3,6.7,9.0,1.5,0.5,1.8,2.0,1.9
2023,58,Jaylen Forbes,TULAN,31,36.5,18.5,5.6,13.2,.425,2.8,7.3,.388,4.4,5.1,.861,0.5,4.5,5.0,1.7,1.9,0.4,1.5,2.4
2023,59,Bryce Pope,UCSD,29,35.5,18.4,6.8,15.7,.431,1.9,6.1,.316,2.9,3.7,.787,0.5,3.9,4.4,1.5,1.2,0.4,1.4,1.6
2023,60,DaRon Holmes II,DAY,34,34.2,18.4,6.8,11.5,.590,0.2,0.6,.316,4.6,6.9,.669,2.9,5.2,8.1,1.7,0.7,1.9,2.3,2.1
2023,61,Zyon Pullin,UCR,29,33.9,18.3,7.0,14.3,.486,0.9,2.3,.394,3.5,4.5,.771,0.4,3.9,4.4,4.2,0.9,0.1,2.4,2.1
2023,62,Divant'e Moffitt,IDAHO,32,34.4,18.3,6.5,13.8,.473,0.6,2.4,.263,4.6,5.5,.835,0.6,2.2,2.7,4.8,0.8,0.0,3.0,2.2
2023,63,Zeke Mayo,SDKSU,32,35.7,18.2,6.2,14.5,.426,2.6,7.0,.369,3.2,3.6,.904,0.3,5.9,6.2,3.4,1.0,0.2,3.0,1.5
2023,64,B.J. Freeman,UWM,32,30.6,18.2,5.8,14.4,.406,2.3,6.9,.336,4.2,5.0,.831,1.0,4.1,5.1,2.9,0.8,0.3,3.2,2.1
2023,65,Cameron Parker,PORTL,29,34.7,18.1,5.3,10.2,.525,0.7,1.7,.429,6.7,8.1,.826,0.3,3.4,3.7,6.3,1.1,0.1,2.6,1.4
2023,66,Phillip Russell,SEMO,34,32.4,18.1,5.3,13.3,.398,2.4,6.7,.361,5.1,6.3,.805,0.7,2.2,2.9,5.1,1.6,0.1,2.9,3.3
2023,67,Jordan Johnson,NEWOR,27,33.6,18.0,5.7,12.4,.461,3.4,7.1,.482,3.2,3.9,.819,0.1,2.1,2.3,3.8,1.3,0.0,2.9,1.9
2023,68,Dwayne Cohill,YSU,34,34.1,18.0,6.2,12.3,.506,1.6,3.6,.431,3.9,4.6,.865,0.5,3.0,3.5,4.8,1.4,0.3,2.7,2.1
2023,69,Terquavion Smith,NCST,34,33.7,17.9,6.1,16.1,.380,2.7,8.0,.336,3.0,4.3,.701,0.7,2.9,3.6,4.1,1.4,0.4,2.2,2.4
2023,70,Khalif Battle,TEM,27,32.2,17.9,5.7,14.0,.410,2.9,8.1,.350,3.6,4.0,.898,0.3,3.3,3.6,1.8,1.0,0.1,2.3,2.0
2023,71,Bowen Born,UNI,32,33.3,17.9,5.5,13.5,.409,2.5,6.8,.367,4.3,5.2,.837,0.2,2.1,2.3,2.7,0.9,0.0,2.3,1.5
2023,72,Isaiah Stevens,COLST,26,36.8,17.9,6.6,14.2,.465,1.8,4.9,.378,2.9,3.3,.862,0.7,2.7,3.4,6.7,0.8,0.3,2.2,1.7
2023,73,Grant Nelson,NDSU,30,30.7,17.9,6.6,12.7,.521,0.8,3.1,.269,3.8,5.2,.720,2.2,7.1,9.3,2.1,0.8,1.7,2.6,2.7
2023,74,Keshawn Williams,NIU,15,32.7,17.9,6.7,14.1,.472,1.6,4.5,.353,2.9,3.7,.800,1.1,3.5,4.7,2.4,0.7,0.2,1.9,1.3
2023,75,"Mike Miles, Jr.",TCU,27,32.0,17.9,5.9,11.8,.497,1.4,3.9,.362,4.7,6.3,.749,0.2,2.5,2.7,2.7,1.2,0.3,2.6,2.1
2023,76,"Jaime Jaquez, Jr.",UCLA,37,33.2,17.8,7.1,14.7,.481,0.9,2.8,.317,2.8,3.6,.770,2.6,5.6,8.2,2.4,1.5,0.6,1.8,1.9
2023,77,Khalil Shabazz,SANFR,34,35.3,17.8,5.4,13.2,.406,2.8,7.9,.352,4.3,5.0,.859,1.1,4.2,5.4,3.0,2.1,0.1,2.3,2.4
2023,78,Ray Harrison,GCU,36,32.1,17.8,5.7,12.9,.442,1.4,4.2,.329,4.9,6.5,.761,0.6,3.3,4.0,3.6,0.7,0.2,2.4,2.1
2023,79,Jarred Godfrey,IPFW,31,33.0,17.8,5.6,13.7,.407,2.3,6.8,.338,4.3,4.8,.893,0.2,5.1,5.3,3.6,1.6,0.5,3.0,1.5
2023,80,"Joe Bryant, Jr.",NORF,32,32.3,17.8,5.6,13.1,.427,2.1,5.8,.370,4.4,5.3,.840,0.5,3.9,4.4,3.1,1.8,0.3,2.2,2.4
2023,81,Tevian Jones,SUU,36,33.8,17.8,5.4,13.2,.407,2.4,6.5,.362,4.7,5.6,.840,0.8,3.6,4.4,1.3,1.1,0.1,2.2,1.8
2023,82,Jalen Pickett,PENST,37,36.6,17.7,7.0,13.8,.508,1.2,3.2,.381,2.4,3.2,.763,1.2,6.2,7.4,6.6,0.9,0.5,2.3,2.1
2023,83,"Keion Brooks, Jr.",UWASH,30,35.4,17.7,6.2,14.3,.433,1.1,3.7,.286,4.2,5.3,.794,1.5,5.2,6.7,1.4,0.7,1.2,3.2,2.3
2023,84,Nicolas Timberlake,TOWS,33,35.7,17.7,6.0,13.1,.455,2.8,6.7,.416,3.0,3.5,.845,0.5,3.4,3.9,2.4,1.0,0.4,2.4,2.1
2023,85,Mike Bothwell,FRMN,36,33.5,17.7,5.9,11.4,.517,1.4,4.1,.342,4.5,5.5,.822,1.3,2.1,3.4,2.8,0.9,0.1,1.6,1.9
2023,86,DeAndre Williams,MEMP,35,31.1,17.7,6.8,12.8,.532,0.8,2.1,.403,3.2,4.4,.732,2.4,5.7,8.2,2.9,1.5,0.9,2.3,3.0
2023,87,RaeQuan Battle,MTSTU,35,29.7,17.7,6.4,13.6,.469,1.5,4.3,.353,3.4,4.1,.833,0.6,2.3,2.9,0.9,0.8,0.5,1.5,2.3
2023,88,"Shaun Doss, Jr.",UAPB,31,36.5,17.7,5.5,13.3,.414,1.0,2.9,.330,5.7,7.0,.824,1.5,3.1,4.6,2.2,1.5,0.6,2.6,2.4
2023,89,Kamarion Williams,LSU,33,32.8,17.7,6.5,13.3,.490,1.8,4.3,.411,2.9,3.7,.785,2.9,4.8,7.7,0.9,1.2,0.8,1.5,2.5
2023,90,Jacob Ognacevic,LIP,33,26.6,17.7,6.7,11.0,.607,0.8,2.7,.295,3.5,4.1,.852,1.4,3.0,4.4,0.6,0.2,0.3,1.3,1.2
2023,91,Boogie Ellis,USC,33,33.1,17.7,5.8,13.3,.434,2.5,6.5,.386,3.6,4.5,.805,0.3,3.4,3.7,3.1,1.4,0.2,1.9,2.5
2023,92,El Ellis,LVILL,32,35.9,17.7,5.9,14.4,.410,1.8,5.8,.319,4.0,4.9,.810,0.3,2.3,2.6,4.4,1.0,0.1,3.8,1.6
2023,93,Nate Calmese,LAMAR,31,31.5,17.6,6.5,13.6,.481,2.0,5.4,.367,2.6,3.4,.755,0.7,1.8,2.5,2.0,1.2,0.3,2.4,1.4
2023,94,Markquis Nowell,KSU,36,36.9,17.6,5.0,12.9,.386,2.4,6.9,.355,5.1,5.8,.889,0.4,3.1,3.5,8.3,2.6,0.1,3.7,2.0
2023,95,Jalen Cone,NAU,33,33.2,17.6,5.7,13.5,.424,2.9,7.3,.400,3.2,3.7,.862,0.5,2.3,2.8,2.5,0.8,0.0,2.5,2.0
2023,96,Sincere Carry,KENT,35,36.7,17.5,6.1,15.0,.408,1.8,6.0,.305,3.5,4.3,.812,0.4,3.3,3.7,4.8,1.7,0.2,2.6,1.9
2023,97,Zhuric Phelps,SMU,30,31.3,17.5,6.2,15.8,.394,1.6,5.1,.309,3.4,5.6,.609,0.9,2.8,3.7,3.2,2.3,0.3,2.7,2.4
2023,98,Jordan Minor,MERRI,28,33.4,17.4,6.6,12.9,.515,0.0,0.3,.111,4.1,7.0,.587,3.3,6.1,9.4,2.3,1.4,2.6,2.8,3.0
2023,99,Keyontae Johnson,KSU,36,34.1,17.4,6.6,12.7,.516,1.3,3.2,.405,3.0,4.2,.715,1.5,5.3,6.8,2.1,1.0,0.2,2.9,2.4
2023,100,Brendan Adams,GW,32,37.6,17.4,5.9,12.5,.470,2.3,6.1,.379,3.3,4.0,.835,0.8,3.4,4.2,2.9,0.7,0.2,2.5,1.9
